headlines,word_count
miundombinu mwendokasi yatengewa bil,4
simba yaanzisha tuzo,3
mkwasa arudisha shangwe yanga,4
wimbo ney mitego,3
benki stanbic yazindua tawi dar,5
mzee upako ataka jpm apewe,5
safari simba fifa yaiva,4
madiwani tlp chadema wahamia ccm,5
vigogo wizara elimu kortini,4
meya dar ataka korti itoe amri asing’olewe,7
ccm yavuna wapya chadema,4
spika ndugai masele hapatoshi,4
﻿jela maisha kumlawiti mtoto miaka,5
kwaheri wafanyakazi azam,3
temeke queens yapigwa ligi mkoa dar,6
polisi waipigisha kwata cavarious,4
mabilionea duniani kuteta wafanyabiashara,4
kina mdee wanusurika gerezani hakimu awaonya,6
dk yonazitanzania ina utalii mawasiliano,5
wananchi waombwa kuchangia damu hiyari,5
halmashauri zaanika fursa uwekezaji,4
timu caf kuongeza ushindani tpl,5
mfumuko bei taifa wabaki asilimia,5
yapunguza gharama mazungumzo usiku,4
mwanafunzi ahamishwa shule kumpa ujauzito mwenzake,6
﻿papa francis atangaza sheria mpya kanisa,6
wataka bima vifaa tiba saidizi,5
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
wafanyabiashara kaskazini kutumia bandari tanga,5
wanafunzi wapewa mikopo elimu,4
chiwango azikwa dar,3
halmashauri zilizokopa zachambuliwa,3
mabasi nchini yaanza kufuatiliwa mwenendo,5
iptl yasema ipo tayari kulipa bilioni,6
kituo kusafirisha nje bidhaa kilimo kujengwa kurasini,7
jpm atoboa siri kuvunja bodi tra,6
mabeki katili wakuchungwa kombe dunia urusi,6
kesi baba kumlawiti kumbaka binti miaka kuanza kunguruma njombe,9
lemanassari wabonyeza kitufe,3
tcu yasitisha udahili vyuo vilivyofungiwa,5
aliyerarua tumbo kutoa mtoto atoa moyoni,6
manyara kinara matukio ukeketaji,4
jela kuwapa wanafunzi mimba,4
tetesi soka ulaya ijumaa,4
simba vs stendi haponi mtu,5
naibu waziri aagiza ulinzi ardhi iliyopewa vijiji,7
wanawake wasionyonyesha hofu kupoteza mvuto hatarini kupata saratani,8
jpm ashtukia mchezo mchafu tra,5
vijana kupewa mafunzo ujasiriamali,4
sare timu ligi kuu zampa kichwa kocha pamba,8
tpdc kuanza kuchimba visima viwili mnazibay,6
wanafunzi waliokufa maji morogoro watajwa,5
talgwu yatangaza kuishtaki serikali,4
nmb yatoa misaada sh milioni,5
wenyeviti mitaa wabwaga manyanga,4
serikali yaagiza barakoa kuteketezwa kutupwa,5
kesi mpemba meno tembo haijaeleweka,5
makosa usajili yanga simba,4
uhuru raila wasaka kura dakika mwisho,6
rooney aomba radhi kuenea picha ulevi,6
ewura yabaini udanganyifu biashara mafuta,5
ujenzi daraja wami kufungua fursa nyingi kiuchumi,7
tff kumsindikiza samatta tuzo afrika,5
presha yazidi kupanda vigogo escrow,5
ataka jamii kulinda watoto shuleni,5
familia kifalme yachukizwa harry meghan kujiondoa,6
tishio virusi corona,3
wanafunzi shule sekondari wawapa mimba wenzao msingi,7
…wasomi vyama wafanyakazi wampongeza,4
papa wemba weusi wafunga kazi music festival,7
mbwa avuruga ratiba muziki caribbean,5
singida simba zaingiza sh milioni,5
wajerumani wachangamkia gesi,3
takukuru yaburuza kortini viongozi ccm rushwa mil,7
nic kuzindua bima kilimo maonesho nanenane,6
tiper yaipa serikali gawio bilioni,5
trump putin kupambana isis,4
un yaagiza maandalizi uchaguzi mkuu,5
mahitaji vitunguu swaumu malimao yaongezeka,5
uzalishaji kahawa waongezeka,3
dodoma yahitaji chupa damu mwezi,5
ramaphosa kwanza kuwasili sadc,4
benki im yatia fora sabasaba,5
ligi mabingwa ulaya kutimua vumbi leo,6
askari senapa lawamani serengeti,4
mnyeti sina nia kumdondosha yeyote,5
israel yazindua satelaiti ujasusi,4
makonda apokea msaada ndoo rangi,5
stars kuiua lesotho leo,4
vitambulisho nida desemba,3
sababu kiba kumrudisha kwao mkewe hizi,6
wanamichezo waaswa kuulinda muungano,4
nandy aanza kuandaa bora ‘wasikudangaye’,5
mfumuko bei taifa wabaki asilimia,5
blaise matuidi rugani wapona corona,5
zidane akana kumuuza cristiano ronaldo,5
homa pambano yanga medeama,4
mwanafunzi afariki akitoa mimba,4
wadau wamkubali ndayiragije,3
lissu akamatwa dodoma,3
dpp awang’ang’ania vigogo deci,4
baba mzazi mwanafunzi shujaa aibukia hafla kumpongeza mwanawe,8
ibada krismasi maaskofu watuma ujumbe mzito,6
wiz khalifa kuachia nyimbo mpya mfululizo,6
un bado inawezekana kudhibiti mabadiliko tabianchi,6
ziwa nyasa vivutio lukuki kitalii,5
wanunua bodaboda kujikwamua kiuchumi,4
mourinho ailalamikia safu ulinzi,4
dk shein afanya mageuzi makubwa tehama z’bar,7
wema sepetu apewa onyo mwisho,5
nyimbo kufungiwa zilivyoibua hoja muhimu,5
viongozi dini wataka serikali kugharamia bima,6
polisi yatwaa ubingwa mapinduzi kikapu,5
smz yasema mazingira uwekezaji yametulia,5
ney mitego kivingine juni,4
uhuru ashutumiwa kuua demokrasia vyuoni,5
wanafunzi washinda rufaa bodi mikopo,5
yanga yanoga mwanza,3
tanasha kaacha kazi nrg redio mond anamchezea,7
sababu kifo mbunifu nembo taifa yatajwa,6
ndoa utotoni zinavyochangia maambukizi vvu,5
stars kiapo moto farao,4
yanga hasira hizo,3
jpm ahamia rasmi dodoma,4
dk mpango tuwasaidie wenye ulemavu kujitegemea,6
hukumu vigogo bandari yaahirishwa pili,5
pharrell ajivunia kutozeeka mapema,4
﻿ronaldo awatoa wasiwasi juventus,4
chidi benz chuma niimbe diamond,5
kiongera amkuna kerr atua z’bar,5
hasara yazikumba timu ligi kuu zanzibar,6
mwalimu nyerere hakupenda kilichotokea biafra,5
odinga tunaunda bunge kuiongoza kenya,5
yanga yafanya kweli taifa,4
tra yatakiwa kuweka mifumo inayotambua mfanyabiashara,6
wahamiaji lori dangote wafikishwa mahakamani,5
lowassa jukwaa kenyatta,3
wakongo hawana hamu samatta msuva,5
umaarufu unavyomtesa jini kabula,4
kampuni fm yamwaga vifaa kutakasa mikono iringa vijijini,8
diamond platnumz nitakuwa mmiliki timu mwenyewe,6
kiongozi mwenge agoma kuzindua mradi,5
tff yapewa somo michuano vijana,5
gigy money achomoza fiesta tanga,5
rayvanny afunguka ishu harmonize asema wapendane,6
waagizaji kemikali watakiwa waangalifu,4
kata funua kura maoni ccm,5
cuf lipumba kumvua uanachama mtatiro,5
ngorongoro yaitunishia misuli kenya cecafa,5
sterling kupewa unahodha england,4
mkwasa kuteta uongozi yanga,4
hakuna kusherehekea nanenane,3
brazil yamtangaza tite kocha mpya,5
majina waliolipwa fedha korosho kuanikwa,5
benitez asisitiza kuibakisha newcastle ligi kuu,6
waamuriwa kuchimba kisima maji kunusuru wananchi magonjwa,7
waziri mkuchika hakuna siasa wanufaika tasaf,6
pluijm atamba tuzo vpl zampa jeuri,6
sheria mpya uwezeshaji biashara kuandaliwa,5
serikali kutoa kipaumbele sekta binafsi,5
mkuu magereza kujieleza sethi asipopelekwa muhimbili,6
drc kuondoa vikwazo usafirishaji,4
pluijm akiri kuzidiwa kimchezo,4
harmonize alamba dili maana,4
aussems akunwa kiwango simba,4
siri wasichana kidato,3
kanyasu aagiza mifugo iliyokamatwa mkungunero kurejeshwa,6
wateule trump wamulikwa,3
tutakuwa bora aussems,3
tantrade yatoa mafunzo watendaji temeke,5
molde yakubali kumwachia solskjaer man united,6
uzuiaji ripoti imf waungwa mkono,5
stars kwanza lazimawakae,3
‘vijana elekezeni fikra kujiajiri’,4
kushuka bei mafuta kwaanza kuiathiri,5
rose ndauka ati ulabu unanipa mzuka,6
mashine kunasa mafataki,3
tembo wavamia makazi wala chakula akiba,6
yaongoza kuuza nyama eac,4
dakika zilivyotumika kumwaga damu cuf,5
nmb yatoa madawati vifaa mwanza,5
‘msiombe rushwa wanaotaka vitambulisho magufuli’,5
wenger kupunguza wachezaji,3
manara simba aibua upya hoja mbunge ccm dhidi yanga,9
ajali lori yajeruhi polisi saba,5
vyombo habari vyatakiwa kuupa kipaumbele mkutano sadc,7
mradi bil kukabili shida maji mwanza wasainiwa,7
siri yavuja mastaa bongo muvi kula bata zanzibar,8
rais magufuli ‘amuuguza’ mama,4
mkwasa morocco,2
serengeti boys kujinoa misri,4
mkwasa kudumu stars simba yapongeza,5
mtoto auawa kuuzwa mil,4
kauli ngedere yamtia matatizoni dk mashinji,6
stars yaifumua congo drc,4
kova ahimiza bodaboda kujiunga saccos,5
lipumba aitaka serikali kufunga mipaka,5
khadija kopa viongozi taarabu wanyonyaji,5
barcelona arsenal hapatoshi leo uefa,5
taasisi zajitosa kurejesha uoto asili mlima kilimanjaro,7
tutaifunga simba matola,3
ewura kuwachukulia hatua wamiliki majengo,5
chris brown aomba kupigana offset,5
muhimbili kuanza kupandikiza uloto mwishoni mwa mwaka,7
dk gwajima abana matumizi mkutano afya,6
simba kukabithiwa kombe ligi kuu julai,6
timbulo awapa rungu mashabiki,4
mtoto mwezi augua ugonjwa corona,5
magufuli hongera mliopiga kura,4
maombi akina mbowe yatupiliwa mbali,5
kagere rekodi tamu mabao usiku,5
kocha chuoni matatani,3
mtoto asimulia baba alivyomuua mama,5
ndoto wanachama deci zazimwa rasmi,5
uturuki yawafukuza wanajeshi,3
‘mkwasa muarobaini’,2
bodaboda kulinda wanafunzi wasipate mimba,5
muswada kutambua leseni bahati nasibu wawasilishwa,6
﻿jay dee aanika urithi alioachiwa oliver mtukudzi,7
ajali huchangia asilimia wagonjwa kifafa – daktari,7
valverde hakuna kutuzuia ubingwa,4
iebc kusimamia sheria kutangaza matokeo,5
washindi tuzo tanapa wapewa milioni,5
viwanda vyadaiwa kutumia kanisa kukwepa kodi,6
muujiza lissu,2
cdu kumchagua mwenyekiti mpya﻿,4
nne ngumu kumfanyia upasuaji moyo mtoto mchanga,7
dk kafumu abwaga manyanga kamati bunge,6
pusha virginia wafunga ndoa,4
rc akerwa utitiri safari wakurugenzi,5
salamu lema zatua mkutano majaliwa,5
nabii joshua awataka watanzania wamrudie,5
ujenzi viwanda mkoa asilimia,4
rc garuti aiangukia tadb,4
nikki pili amvisha pete mchumba,5
majaliwa msihifadhi fedha majumbani,4
raila nitashinda urais kura milioni sita,6
mbaroni kumbaka mwanafunzi darasa pili,5
tbl kuwezesha wakulima kujitosheleza malighafi,5
acheni kubeza elimu,3
rc njooni mlime bonde mto rufiji,6
tyson joshua kuvaana karibuni,4
yanga ushindi kwanza,3
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
sakata morrison lafika patamu manara anena,6
uandikishaji wawaweka pabaya makonda gambo,5
yanga vs mbao haponi mtu,5
cardi b auanika ujauzito,4
serikali yaokoa bil mawakili binafsi,5
brazil wajipa matumaini neymar,4
fainali mbio baiskeli jumamosi,4
huddah sitaki kuolewa,3
rc geita ataka dhahabu bil mwezi,6
afdb japan kuboresha nishati,4
…nitalinda muungano mapinduzi zanzibar,4
chanzokorosho kangomba,2
samatta kuziona mtibwa ura,4
korea kaskazini yaandaa gwaride makombora,5
yaingoa kenya chan,3
homa trump yapamba moto,4
wastara kusaidia wanawake wenye matatizo,5
skendo imani freemason yamtesa diamond,5
samatta kuanza kibarua watford,4
vilabu epl vyatumia £bn dakika mwisho,6
buriani george hw bush ﻿,5
benki im yatia fora sabasaba,5
yanga biashara leo kakolanya avunja mkataba,6
wananchi wapongeza ujasiri magufuli,4
bongo movies wabadilike,3
wakulima waanza kuuza korosho bei sh,6
‘mwenge haumuonei mtumishi umma’,4
fedha maafa mwanga kuchunguzwa,4
mshindi airtel trace aibuka nice couple,6
‘ukahaba mapenzi jinsia kosa kisheria’,5
yanga salama salmini,3
khaligraph ex wangu alijiua kupata ukimwi,6
multichoice yatangaza washindi watakaokwenda mafunzoni nairobi,6
bawasiri ugonjwa unaoweza kuupata kujifungua,5
tff yaishangaa simba,3
pharrell williams ampiga mkwara trump,5
pluijm aipa simba sc ubingwa,5
aggreko yazindua mitambo kufua umeme,5
benki misri kuipatia mkopo tril,5
tetesi soka ulaya ijumaa,4
obama akutana wasanii ikulu,4
takeoff migos awatamanisha mashabiki,4
azam yanga patashika,3
sekta sanaa utalii pacha,4
kifo bodaboda chazua taharuki shinyanga,5
zimbabwe yaalika nchi kuangalia uchaguzi mkuu,6
sudan kusini yatinga moshi mashindano,5
shamsa nikimsikia mtu anasema hali ngumu natamani kumpiga kibao,9
korosho magendo msumbiji zakamatwa mtwara,5
viola davis ‘kuwa’ michelle obama tamthilia ‘first ladies’,8
kagera sugar yabanwa coastal yachapwa,5
majaliwa akerwa wazawa kupunjwa mishahara migodini,6
ndabila awazia mabao lipuli,4
kamati siasa kata zatakiwa kuweka ajenda maendeleo,7
museveni aunda kamati kupambana rushwa,5
mavunde awataka vijana kubadili mtazamo ajira,6
mbowe aeleza mikakati chadema,4
jaji mkuu mahakama inatekeleza majukumu vitendo,6
amber lulu awafumbua wasanii,4
maandamano makubwa wapalestina yatarajiwa kuitikisa mashariki,6
makonda awapa pole waathirika mafuriko,5
india kufanya uchaguzi mwezi ujao,5
wabunge wapongeza vileo kutopanda bei,5
kampuni zisizo fedha kunyimwa kazi,5
watoa moyoni matokeo kidato,4
ukweli kuhusu safari jk uarabuni,5
mkurugenzi tpa anusurika jela,4
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
serikali yatangaza kufunga anga lake sababu corona,7
rais magufuli aagiza takukuru isafishwe,5
majambazi waua mfanyabiashara,3
kigoma yajipanga kuvutia wawekezaji,4
tunisia yaifungisha virago ghana ivory coast yailaza mali,8
kigogo richmond aishinda serikali mahakamani,5
waziri mwakyembe azindua kamati kulinda haki wasanii,7
mbaroni kumchanja viwembe mwanamke sehemu siri,6
‘watoto njiti wanakabiliwa matatizo mengi’,5
kamati bunge miundombinu yaridhishwa kasi ujenzi reli kisasa,8
﻿tiger woods sahihi kustaafu gofu,5
tyga akanusha kuzaa kylie jenner,5
serikali yaja mwarobaini matatizo walimu,5
bandari kisumu kuchochea uchumi afrika mashariki,6
utafiti waashiria habari njema wanaoishi vvu,6
zimbabwe tutawazuia misri salah,4
taifa stars mbele mbele,4
queen darleen diamond ali kiba freshi mbona,7
“chipukizi badilisheni soka tanzania”,4
mo wiki tunaleta kocha mpya simba viwango,7
samatta wanyama waguswa maafa tetemeko bukoba watuma salamu pole,9
dit yapata usajili kandarasi mpya mbili,6
iptl kupeleka megawati umeme kenya,5
saba wafariki kipindupindu dodoma,4
african lyon yashusha kocha straika mfaransa,6
batuli wazazi wanafurahia nguo utupu,5
marekani yarekodi kiwango kikubwa ukosefu ajira,6
chid benzi adaiwa kutoroka anakotunzwa,5
sheria kubana wasiowapa mikataba wanahabari,5
waomba nguvu jwtz kukomesha uvuvi haramu,6
mcameroon atozwa faini sh milioni,5
nyanza ‘taifa’ jipya afrika mashariki,5
lulu wanaonitukana instagram fresh,4
wakimbizi waomba kurejeshwa makwao,4
super nyamwela ubuntu wafunika nigeria,5
takukuru kuokoa mabilioni amcos,4
wanafunzi ualimu wamlilia jk ukosefu ajira,6
mahakama yaeleza mafanikio ukarabati miundombinu miaka minne,7
rita idadi watanzania waliojisajili vyeti kuzaliwa hairidhishi,7
rage hakuna kuizuia simba vpl,5
wanafunzi kupewa vyeti kuzaliwa,4
nmb yatoa misaada sh milioni,5
kiu ukuaji yawaleta betika,4
wenye fistula darasa,3
rais bashar alassad arudisha tuzo ufaransa,6
mama atuhumiwa mchawi auawa,4
bayport yakopesha viwanja watumishi,4
phiri ataka viungo wawe wafungaji,5
binti aliyekimbia mateso arudi darasani,5
bale ronaldo watajwa tuzo ballon d’or,6
jamii ichukue tahadhari dhidi corona,5
ngoma tambwe mambo safi yanga,5
tanesco kuimarisha umeme dodoma,4
migne kocha mpya equatorial guinea,5
watakiwa kuchangamkia uandishi insha,4
simba day yamalizika sare,4
msn wafikisha mabao barcelona,4
rufaa wambura kusikilizwa leo,4
wafanyabiashara kutoa tamko ukusanyaji kodi,5
hakimu aibiwa hukumu ofisini kwake,5
wachezaji judo wakamatwa jnia,4
majukwaa tsn yawezesha wananchi kuelewa fursa,6
waziri ataka ajenda watoto mikutano,5
rais brazil ahukumiwa miaka jela,5
kilimanjaro queens z’bar kundi cecafa,5
trl yakopeshwa shilingi bilioni,4
malinzi ahukumiwa akwepa kutupwa jela,5
rais ifad ampongeza jpm atenga bilioni miradi kilimo,8
tetesi soka ulaya jumamosi,4
diamond ampa jaribu tatu zari,5
jaguar avitaja vyanzo kipato chake,5
yaondoka kumbukumbu nzito,3
watoto wahofiwa kufa njaa yemen,5
goodluck gozbert angel benard kuwania tuzo kenya,7
wakuu polisi wataka uhalifu kudhibitiwa,5
‘maria manyama’ msichana kwanza kitaifa ndoto udaktari bingwa moyo,9
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
kocha aizungumzia sare azam jkt ruvu,6
tanesco yaokoa bilioni uendeshaji mitambo,5
bakwata yataka amani mwaka mpya kiislamu,6
kiwanda minjingu chamchefua waziri mkuu,5
neymar aiokoa psg jua jioni,5
wenye viwanda wapewa neno soko sadc eac,7
nmb yatoa misaada sh milioni,5
kimbunga kenneth chatikisa msumbiji,4
tra wafanyabiashara lipeni kodi,4
kardashian nimepoteza kilo kujifungua,4
yanga roho kwatu,3
ccbrt yakabiliwa uhaba damu,4
uhaba wakunga duniani kufikia milioni afrika,6
zelothe hudumieni wajawazito staha epukeni kuwadhalilisha,6
lil wayne anusurika kifo atlanta,5
pwani wapata bilioni kuuza korosho,5
tra yazungumzia msamaha riba,4
biteko aainisha mafanikio sekta madini,5
simba kurudisha heshima kambi zanzibar,5
gari mbunge lagonga kuua,4
ahimiza matumizi nyuki kuinua uchumi,5
ukatili ngono watoto watikisa,4
kampuni madini zapewa,3
kmkm zimamoto hakuna mbabe,4
sita zapanda daraja kwanza netiboli,5
kesi zuma yaahirishwa juni,4
rungu fifa latua simba,4
wanaume wakamatwa mimba wanafunzi,4
yanga yampa raha kaseke,4
mkanda trump akila njama kuficha tuhuma kashfa inayomkabli wavuja,9
tarura wazuiwa kuacha mashimo,4
shule jkt waomba samani makonda tra,6
‘wapeni elimu mikopo walemavu’,4
ndanda waipigia magoti yanga,4
namungo yawashonea sare nyingine yanga matokeo,6
nikki mbishi hatunywi sumu hatujinyongi,5
hatuiogopi gor mahia yanga,4
vijana waunganishwa shirika misaada kifedha,5
bil kujenga barabara ngorongoro,4
luna aomba radhi kusambaa mkanda ngono,6
‘waliopinga mashine tra hawakuwa walengwa’,5
mabadiliko sahihi,2
shein kuhutubia bunge eac,4
magufuli asisitiza kodi manyanyaso,4
dc ilala ang’aka mgambo kudhalilisha wanawake,6
jukwaa tsn kukuza uwekezaji tabora,5
gesi yaokoa mamilioni pesa madereva,5
mastaa kimataifa kutua yanga,4
maambukizi homa ini yaongezeka,4
waziri mkuu aitaka mamcu kujitazama upya,6
mshindi kwanza maombi yalikuwa silaha,5
mbaroni kuanzisha kiwanda bubu viroba,5
arsenal kuwasajili wachezaji maarufu ghali,5
idris ashtakiwa kushindwa kufanya usajili laini simu,7
rais tshisekedi kufanya ziara marekani,5
mbowe atua bungeni kutoa msimamo ukawa kushiriki bunge,8
waomba kuongezewa kupeleleza kesi mwanyika,5
cctv kufungwa hifadhi taifa mikumi,5
korea kaskazini tuitazamisha meli marekani,5
mwalimu ajinyonga kitenge kufa,4
marehemu awekwa picha harusi dada,5
yanga yaonja ushindi ligi kuu,5
birdman ataka heshima cash money,5
viazi vitamu vinaweza kumwepusha mtoto utapiamlo udumavu,7
free state stars yaingia anga yanga,6
waliomcharaza viboko mwanamke wakamatwa,4
undp yaipiga jeki umeme jua zahanati lindi,7
magufuli wanasiasa walivyomlilia dilunga,4
walimu wanawake wadaiwa kuzini wanafunzi,5
wambura aikomalia tff,3
putin azungumzia usambazaji gesi ulaya,5
luteni kanali akabidhiwa gari promosheni,5
dc ataja mvuto mkuranga kuwekeza,5
‘tumieni njia mila kuwakabili tembo’,5
simba haibabaishwi kulipwa,3
dk mwanjelwa tumtangulize janga corona,5
waziri amsweka lokapu mkandarasi,4
unhcr yapata ahadi serikali kuhusu wakimbizi,6
zanzibar yapania kufanya makubwa cecafa,5
wakuu usalama urusi marekani kukutana geneva,6
mgomo wafanyabiashara watikisa iringa,4
kkaskazini kombora jipya lina uwezo kubeba nyuklia,7
kampuni simu zatakiwa kuboresha huduma wateja wasihame,7
ngoma nje yanga kesho,4
tra yakusanya kodi vileo bil kielectroniki,6
samia ujenzi hospitali serengeti ukamilishwe,5
katibu mbunge kizimbani uchochezi,4
un wampigia magoti jenerali haftar,5
mkutano mawaziri mazingira maliasili utalii sadc,6
msanii esha asimulia alivyokuwa anaishi kituo daladala,7
wakulima wanufaika mbegu kisasa,4
tegete matumaini toto africans,4
tanzanite yatinga fainali cosafa,4
kibano kipya madereva bodaboda chaja,5
kijazi akemea vitendo rushwa wahandisi,5
mbunge chadema airarua serikali mishahara mipya,6
wambura apitishwa kugombea fam,4
nmb yatoa misaada sh milioni,5
fukuto urais zanzibar,3
askofu banzi tuwaheshimu marehemu tusiwafunge viroba,6
mfumuko bei taifa wabaki asilimia,5
ufuta korosho fursa utajiri pwani,5
hospitali aga khan dodoma yateketea moto,6
stars yaisubiri algeria,3
harufu mgogoro manispaa wazoaji taka,5
wawekezaji wahakikishiwa miundombinu bora nchini,5
wachangamkia vifurushi vipya nhif,4
mkwasa tusiwalaumu chad kujitoa afcon,5
mimba utotoni zaendelea kutesa vijana,5
simba kusajili watano,3
nape aitaka takukuru kumulika chaguzi,5
nape nitafia ccm,3
wauza nyama bukoba wagoma kushusha bei,6
﻿utani hufichua yaliyojificha moyoni mwa mtu,6
unaishije mwanamke mkorofi kiasili –,5
rpc magari yapumzike kuepuka ajali songwe,6
tra wafanyabiashara lipeni kodi,4
jpm ateta rais mteule burundi ampongeza mahakama kuagiza aapishwe,9
serikali yashinda kesi mabilioni marekani,5
wakamatwa kukaidi kuhama mabondeni,4
sua tumejipanga kufikisha matokeo tafiti wakulima,6
bei vyakula yaleta unafuu maisha,5
serikali yatahadharisha wananchi kupuuza vitu vinavyong’ara wasiokote mabomu,8
simba kujenga sekondari,3
mbunge azishukia taasisi fedha bilioni kuanza ujenzi hospitali serikali kuondoa,10
van gaal kuongezewa mkataba mpya united,6
ummy balozi misri wajadili huduma afya,6
nikki pili bado kutoa wimbo kimataifa,6
serikali kutoa boti tatu kubebea wagonjwa visiwani,7
panga pangua kamati bunge,4
kocha gor mahia matatani,4
mkuu shirika nyuklia kuanza kutafutwa,5
faceapp ilivyobadili mwonekano mastaa duniani,5
pasaka yaja kivingine,3
kazi amshauri mwamuzi simba yanga,5
kesi mbowe dc kuendelea sept,5
hili ndiyo ‘chimbo’ yanga kuwavaa zesco,6
mbowe maalim seif wataka jpm awatimue waliosababisha kivuko kuzama,9
mamilioni laini simu kuzimwa,4
jaguar afikishwa mahakamani arudishwa rumande,5
maboresho zstc yaongeza karafuu,4
sol washangazwa mashabiki marekani,4
aussems atupa kijembe yanga,4
hakimu ang’aka dpp kutumia sheria ‘kwa raha zake’,8
matajiri waongeze fedha janga tabianchi,5
udereva daladala ulivyokatisha ndoto gervas,5
dc kilolo akutana rungu majaliwa,5
jpm museveni kuhutubia wafanyabiashara leo,5
ali kiba diamond jux wapeta tuzo kili,7
ubelgiji wampa viza samatta,4
ubonge tatizo yanga,3
housigeli kenya kulipwa,3
dk yonazi ubunifu vyuoni nyenzo muhimu kuelekea uchumi viwanda,9
shusho aandaa kongamano,3
kizimbani kukutwa meno tembo yenye thamani milioni,7
mel b avunjika mbavu,4
walemavu wahimizwa kuchangamkia mikopo,4
amri atishia kuondoka biashara united,5
dk salim ahmed salim atunukiwa tuzo china,7
benki im yatia fora sabasaba,5
aliyejeruhi anyimwa dhamana,3
tra wafanyabiashara lipeni kodi,4
jaja aanza kuonyesha makali pemba,5
yanga simba azam mawindoni,4
mbunge atoa mil ukarabati shule,5
wanawake hupata saratani shingo kizazi kuchangia wanaume,7
marufuku kucheza ‘pool’ bao karata nyakati asubuhi,7
kayumba sitasahau nilivyosingiziwa wizi,4
kipa mghana atua simba zulu asaini yanga,7
nchi eac zangara sabasaba,4
waziri mkuu ataka vyombo ulinzi kuimarisha sekta madini,8
selena gomez nipo ‘single’,4
denmark kutoiuzia saudi arabia silaha,5
lowassa sumaye wamfuta machozi lema mahabusu,6
barnaba tusiwatenge watoto wenye ulemavu,5
wimbo roma waibua maswali,4
walevi washtua kuanzisha kanisa,4
mwakinyo amuangukia matumla,3
ewura yaagizwa kuangalia upya gharama umeme,6
bei mahindi yapanda kilo,4
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
mauzo bidhaa nje nchi yapaa,5
hakuna dhiki itakayotutenga upendo mungukardinali pengo,6
wizara yazidi kubana wadeni kodi ardhi,6
tccia yaagizwa kufuata sheria nchi,5
r kelly aombewa radhi mwanawe,5
kim napenda mwanangu aitwe easton,5
hall akili yote ubingwa,4
kili stars zanzibar heroes mzigoni leo,6
njaa ubinafsi chanzo ligi kuu kuporomoka,6
samia viwanda vijiandae kutumia gesi,5
shilole ajipanga kupunguza vifo akina mama,6
shilole ampongeza kigwangala,3
mradi maji wamuweka pabaya ded,5
wizara yaanza kuhamasisha utalii,4
miradi yajengwa kiwango,3
ummy mwalimu marufuku wanasiasa kuwaingilia madaktari wauguzi,7
tazama mkwaju niyonzima waipeleka yanga robo fainali asfc,8
chupa maji hatari,3
maagizo jpm yawasotesha takukuru tamisemi tanapa,6
polepole wanaihujumu ccm,3
mfumuko bei taifa wabaki asilimia,5
‘faceapp’ mitandao inavyodukua taarifa zako kujua,6
jafo aagiza maofisa elimu kuacha upendeleo kuzingatia maadili,8
tuzo ballon d’or zasitishwa,4
maofisa ardhi watuhumiwa kuhujumu kodi,5
neyo ampongeza diamond,3
barabara mbovu yamkwamisha mkuu wilaya,5
afc yaapa kulipa kisasi gwambina,5
blac chyna apata kijana mwingine,5
… gwajima nitapambana makonda,4
mabosi acacia wazidi kukuna vichwa makinikia,6
tacaids wataja umri hatari vijana kupata vvu,7
undp tony elumelu kusaidia wajasiriamali afrika,6
wazee baraza wakwamisha kesi bilionea msuya,6
nyota watatu kung’oka simba,4
vita yanga,2
kidonda mgongoni kutibiwa ocean road,5
magufuli alitaka kanisa kukemea vitendo viovu,6
ada yakwamisha kupata vyeti nit,5
sanamu ronaldo yawekwa jina messi,5
udahili wanafunzi wafikia kiwango kimataifa,5
inspekta haroon nataka mchekeshaji,4
tra wafanyabiashara lipeni kodi,4
waziri ataka vyama imara wavuvi,5
soko agoa halijatumika vizuri,4
rufaa ndumbaro yashindwa kusikilizwa,4
idadi mashabiki emirates yashtua,4
usajili bocco zogo,3
zamu simba leo,3
mtanzania afa maji marekani,4
tff wasiitelekeze twiga stars,4
mwanafunzi china aliyekula ‘wali pilipili’ miaka mitano kumuuguza ndugu afariki,10
mbunge aliyefariki akiishi mashine,4
bot waapa dola kutopanda,4
azam kutompiga bei winga farid,5
pacha waliotenganishwa saudi arabia wawasili dar,6
kombora urusi gumzo,3
nkamia ataka uchaguzi miaka saba,5
wasomi biashara watakiwa kushauri mambo makubwa,6
wambura aimwagia sifa serengeti boys,5
tottenham yawa kwanza england kutolewa uefa,6
tani korosho ghafi zauzwa lindi,5
kiswahili lugha rasmi sadc,4
yanga simba azam zaambulia sare,5
lulu diva milele ilinipa mgumu,5
kamati bunge yaonya miradi afya kutopelekewa fedha,7
biteko aikaribisha kampuni urani,4
wakulima wanufaika mbegu kisasa,4
serikali eac zawasha moto ubora vyuo vikuu,7
madaktari bingwa uingereza australia watibu kilwa,6
mafuriko yaua chemba,3
dkt abbas akutana naibu waziri shonza,6
upasuaji nane kumstaafisha tiger woods,5
